model_name,model_url,model_task,model_category,readme_path
npit/taxi-v3,https://huggingface.co/npit/taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/npit_taxi-v3_README.md
jeffchan/ppo-Huggy,https://huggingface.co/jeffchan/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jeffchan_ppo-Huggy_README.md
0xid/q-FrozenLake-v1-8x8-Slippery,https://huggingface.co/0xid/q-FrozenLake-v1-8x8-Slippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/0xid_q-FrozenLake-v1-8x8-Slippery_README.md
noctrog/drl-unit-1-ppo-lunarlander-v2,https://huggingface.co/noctrog/drl-unit-1-ppo-lunarlander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/noctrog_drl-unit-1-ppo-lunarlander-v2_README.md
sdocio/es_spacy_ner_cds,https://huggingface.co/sdocio/es_spacy_ner_cds,token-classification,natural-language-processing,./model_cards/_noArch/sdocio_es_spacy_ner_cds_README.md
Wusul/portaltestchamber,https://huggingface.co/Wusul/portaltestchamber,text-to-image,multimodal,./model_cards/_noArch/Wusul_portaltestchamber_README.md
matt-guay/PPO-LunarLander-v2-4,https://huggingface.co/matt-guay/PPO-LunarLander-v2-4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/matt-guay_PPO-LunarLander-v2-4_README.md
jonalkw/ppo-Huggy,https://huggingface.co/jonalkw/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jonalkw_ppo-Huggy_README.md
gababas/m3rrw3,https://huggingface.co/gababas/m3rrw3,text-to-image,multimodal,./model_cards/_noArch/gababas_m3rrw3_README.md
lucaspoli/tesla,https://huggingface.co/lucaspoli/tesla,text-to-image,multimodal,./model_cards/_noArch/lucaspoli_tesla_README.md
alkzar90/sd-class-ukiyo-e-256,https://huggingface.co/alkzar90/sd-class-ukiyo-e-256,unconditional-image-generation,computer-vision,./model_cards/_noArch/alkzar90_sd-class-ukiyo-e-256_README.md
UKP-SQuARE/bert-base-uncased-pf-boolq-onnx,https://huggingface.co/UKP-SQuARE/bert-base-uncased-pf-boolq-onnx,text-classification,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_bert-base-uncased-pf-boolq-onnx_README.md
UKP-SQuARE/roberta-base-pf-boolq-onnx,https://huggingface.co/UKP-SQuARE/roberta-base-pf-boolq-onnx,text-classification,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_roberta-base-pf-boolq-onnx_README.md
Yastreb/anilin123,https://huggingface.co/Yastreb/anilin123,text-to-image,multimodal,./model_cards/_noArch/Yastreb_anilin123_README.md
uisikdag/simple_regg,https://huggingface.co/uisikdag/simple_regg,tabular-regression,tabular,./model_cards/_noArch/uisikdag_simple_regg_README.md
uisikdag/simple_clasi,https://huggingface.co/uisikdag/simple_clasi,tabular-regression,tabular,./model_cards/_noArch/uisikdag_simple_clasi_README.md
cleanrl/BreakoutNoFrameskip-v4-c51_atari_jax-seed1,https://huggingface.co/cleanrl/BreakoutNoFrameskip-v4-c51_atari_jax-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_BreakoutNoFrameskip-v4-c51_atari_jax-seed1_README.md
taesiri/ppadseeew-dish,https://huggingface.co/taesiri/ppadseeew-dish,text-to-image,multimodal,./model_cards/_noArch/taesiri_ppadseeew-dish_README.md
Wusul/aperturescience,https://huggingface.co/Wusul/aperturescience,text-to-image,multimodal,./model_cards/_noArch/Wusul_aperturescience_README.md
robotman0/dqn-SpaceInvadersNoFrameskip-4,https://huggingface.co/robotman0/dqn-SpaceInvadersNoFrameskip-4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/robotman0_dqn-SpaceInvadersNoFrameskip-4_README.md
atrevidoantonio/atrevidoantonio1,https://huggingface.co/atrevidoantonio/atrevidoantonio1,text-to-image,multimodal,./model_cards/_noArch/atrevidoantonio_atrevidoantonio1_README.md
armargolis/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/armargolis/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/armargolis_dqn-SpaceInvadersNoFrameskip-v4_README.md
y1450/hf_hub_example-ff7aeda4-022b-47d2-bf00-0c241bc195f7,https://huggingface.co/y1450/hf_hub_example-ff7aeda4-022b-47d2-bf00-0c241bc195f7,tabular-classification,tabular,./model_cards/_noArch/y1450_hf_hub_example-ff7aeda4-022b-47d2-bf00-0c241bc195f7_README.md
FredZhang7/paint-journey-v2,https://huggingface.co/FredZhang7/paint-journey-v2,text-to-image,multimodal,./model_cards/_noArch/FredZhang7_paint-journey-v2_README.md
vjkrish/lunarLander_2,https://huggingface.co/vjkrish/lunarLander_2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/vjkrish_lunarLander_2_README.md
gababas/ggaabboommeerr,https://huggingface.co/gababas/ggaabboommeerr,text-to-image,multimodal,./model_cards/_noArch/gababas_ggaabboommeerr_README.md
cleanrl/Atlantis-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/Atlantis-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_Atlantis-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1_README.md
Jorgitosch/yyoorrcchh,https://huggingface.co/Jorgitosch/yyoorrcchh,text-to-image,multimodal,./model_cards/_noArch/Jorgitosch_yyoorrcchh_README.md
aj-ai/ppo-Huggy,https://huggingface.co/aj-ai/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/aj-ai_ppo-Huggy_README.md
taesiri/oolaf-character,https://huggingface.co/taesiri/oolaf-character,text-to-image,multimodal,./model_cards/_noArch/taesiri_oolaf-character_README.md
sasa30/ssaassaaddoo,https://huggingface.co/sasa30/ssaassaaddoo,text-to-image,multimodal,./model_cards/_noArch/sasa30_ssaassaaddoo_README.md
jonalkw/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/jonalkw/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jonalkw_q-FrozenLake-v1-4x4-noSlippery_README.md
jonalkw/Taxi-v3-Qlearn,https://huggingface.co/jonalkw/Taxi-v3-Qlearn,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jonalkw_Taxi-v3-Qlearn_README.md
Bill010602/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/Bill010602/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Bill010602_q-FrozenLake-v1-4x4-noSlippery_README.md
Bill010602/Taxi-v3,https://huggingface.co/Bill010602/Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Bill010602_Taxi-v3_README.md
noodlynoodle/ppo-LunarLander-v2,https://huggingface.co/noodlynoodle/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/noodlynoodle_ppo-LunarLander-v2_README.md
cleanrl/PongNoFrameskip-v4-c51_atari_jax-seed1,https://huggingface.co/cleanrl/PongNoFrameskip-v4-c51_atari_jax-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_PongNoFrameskip-v4-c51_atari_jax-seed1_README.md
adam1brownell/u1_lunar,https://huggingface.co/adam1brownell/u1_lunar,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/adam1brownell_u1_lunar_README.md
AliSab/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/AliSab/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/AliSab_dqn-SpaceInvadersNoFrameskip-v4_README.md
cleanrl/BankHeist-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/BankHeist-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_BankHeist-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1_README.md
glitchyordis/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/glitchyordis/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/glitchyordis_dqn-SpaceInvadersNoFrameskip-v4_README.md
Gourieff/protogen_v2.2_reconverted,https://huggingface.co/Gourieff/protogen_v2.2_reconverted,text-to-image,multimodal,./model_cards/_noArch/Gourieff_protogen_v2.2_reconverted_README.md
rayedbw/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/rayedbw/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/rayedbw_q-FrozenLake-v1-4x4-noSlippery_README.md
Luvidi/ppo-LunarLander-v2,https://huggingface.co/Luvidi/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Luvidi_ppo-LunarLander-v2_README.md
andite/arknights-diffusion,https://huggingface.co/andite/arknights-diffusion,text-to-image,multimodal,./model_cards/_noArch/andite_arknights-diffusion_README.md
PaulMest/ppo-Huggy,https://huggingface.co/PaulMest/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/PaulMest_ppo-Huggy_README.md
0xid/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/0xid/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/0xid_dqn-SpaceInvadersNoFrameskip-v4_README.md
rayedbw/q-FrozenLake-v1-4x4-isSlippery,https://huggingface.co/rayedbw/q-FrozenLake-v1-4x4-isSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/rayedbw_q-FrozenLake-v1-4x4-isSlippery_README.md
emmanuel17/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/emmanuel17/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/emmanuel17_dqn-SpaceInvadersNoFrameskip-v4_README.md
jsalvador/ppo-Huggy,https://huggingface.co/jsalvador/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jsalvador_ppo-Huggy_README.md
Falon/ayaka-db,https://huggingface.co/Falon/ayaka-db,text-to-image,multimodal,./model_cards/_noArch/Falon_ayaka-db_README.md
johnslegers/epic-diffusion,https://huggingface.co/johnslegers/epic-diffusion,text-to-image,multimodal,./model_cards/_noArch/johnslegers_epic-diffusion_README.md
osanseviero/ppo-LunarLander-v2-AGAIN,https://huggingface.co/osanseviero/ppo-LunarLander-v2-AGAIN,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/osanseviero_ppo-LunarLander-v2-AGAIN_README.md
Rschmaelzle/ppo-Huggy,https://huggingface.co/Rschmaelzle/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Rschmaelzle_ppo-Huggy_README.md
Augcos/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/Augcos/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Augcos_dqn-SpaceInvadersNoFrameskip-v4_README.md
toinsson/sd-class-butterflies-32,https://huggingface.co/toinsson/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/toinsson_sd-class-butterflies-32_README.md
Thabet/ddpm-celebahq-finetuned-animals-1epoch,https://huggingface.co/Thabet/ddpm-celebahq-finetuned-animals-1epoch,unconditional-image-generation,computer-vision,./model_cards/_noArch/Thabet_ddpm-celebahq-finetuned-animals-1epoch_README.md
cleanrl/BeamRiderNoFrameskip-v4-c51_atari_jax-seed1,https://huggingface.co/cleanrl/BeamRiderNoFrameskip-v4-c51_atari_jax-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_BeamRiderNoFrameskip-v4-c51_atari_jax-seed1_README.md
Liapunov/dqn-SpaceInvadersNoFrameskip-v4-nonorm1m5,https://huggingface.co/Liapunov/dqn-SpaceInvadersNoFrameskip-v4-nonorm1m5,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Liapunov_dqn-SpaceInvadersNoFrameskip-v4-nonorm1m5_README.md
keshan/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/keshan/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/keshan_dqn-SpaceInvadersNoFrameskip-v4_README.md
ThomasSimonini/testpyramidsrndNewintegration,https://huggingface.co/ThomasSimonini/testpyramidsrndNewintegration,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ThomasSimonini_testpyramidsrndNewintegration_README.md
toinsson/sd-class-butterflies-64,https://huggingface.co/toinsson/sd-class-butterflies-64,unconditional-image-generation,computer-vision,./model_cards/_noArch/toinsson_sd-class-butterflies-64_README.md
jairNeto/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/jairNeto/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jairNeto_dqn-SpaceInvadersNoFrameskip-v4_README.md
shirayu/sd-tohoku-v2,https://huggingface.co/shirayu/sd-tohoku-v2,text-to-image,multimodal,./model_cards/_noArch/shirayu_sd-tohoku-v2_README.md
hasarinduperera/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/hasarinduperera/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/hasarinduperera_q-FrozenLake-v1-4x4-noSlippery_README.md
daripaez/ppo_3-Optuna-LunarLander-v2,https://huggingface.co/daripaez/ppo_3-Optuna-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/daripaez_ppo_3-Optuna-LunarLander-v2_README.md
cleanrl/BattleZone-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/BattleZone-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_BattleZone-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1_README.md
hasarinduperera/Taxi-v3,https://huggingface.co/hasarinduperera/Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/hasarinduperera_Taxi-v3_README.md
Luvidi/ppo-Huggy,https://huggingface.co/Luvidi/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Luvidi_ppo-Huggy_README.md
AkkyMa/LunarLander,https://huggingface.co/AkkyMa/LunarLander,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/AkkyMa_LunarLander_README.md
jz01/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/jz01/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jz01_q-FrozenLake-v1-4x4-noSlippery_README.md
LuisQ/ddpm-celebahq-finetuned-butterflies-2epochs,https://huggingface.co/LuisQ/ddpm-celebahq-finetuned-butterflies-2epochs,unconditional-image-generation,computer-vision,./model_cards/_noArch/LuisQ_ddpm-celebahq-finetuned-butterflies-2epochs_README.md
erniechiew/Taxi-v3,https://huggingface.co/erniechiew/Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/erniechiew_Taxi-v3_README.md
malamasn/ppo-LunarLander-v2,https://huggingface.co/malamasn/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/malamasn_ppo-LunarLander-v2_README.md
Wassim1/ppo-LunarLander-v2,https://huggingface.co/Wassim1/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Wassim1_ppo-LunarLander-v2_README.md
Pier/sirhelena-cat,https://huggingface.co/Pier/sirhelena-cat,text-to-image,multimodal,./model_cards/_noArch/Pier_sirhelena-cat_README.md
Akumetsu971/FloralMarble-WOKE_EDITION-SD2.x,https://huggingface.co/Akumetsu971/FloralMarble-WOKE_EDITION-SD2.x,text-to-image,multimodal,./model_cards/_noArch/Akumetsu971_FloralMarble-WOKE_EDITION-SD2.x_README.md
birdaz/hitomi,https://huggingface.co/birdaz/hitomi,text-to-image,multimodal,./model_cards/_noArch/birdaz_hitomi_README.md
WALIDALI/asmagalally-with-protogen-v2-2,https://huggingface.co/WALIDALI/asmagalally-with-protogen-v2-2,text-to-image,multimodal,./model_cards/_noArch/WALIDALI_asmagalally-with-protogen-v2-2_README.md
Kaushik3497/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/Kaushik3497/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Kaushik3497_dqn-SpaceInvadersNoFrameskip-v4_README.md
lilexo2/DialoGPT-medium-Monica,https://huggingface.co/lilexo2/DialoGPT-medium-Monica,conversational,natural-language-processing,./model_cards/_noArch/lilexo2_DialoGPT-medium-Monica_README.md
AlexDD/ppo-LunarLander-v2,https://huggingface.co/AlexDD/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/AlexDD_ppo-LunarLander-v2_README.md
noctrog/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/noctrog/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/noctrog_q-FrozenLake-v1-4x4-noSlippery_README.md
cleanrl/BeamRider-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,https://huggingface.co/cleanrl/BeamRider-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_BeamRider-v5-ppo_atari_envpool_async_jax_scan_impalanet_machado-seed1_README.md
noctrog/q-taxi-v2,https://huggingface.co/noctrog/q-taxi-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/noctrog_q-taxi-v2_README.md
mobiusmatt/qn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/mobiusmatt/qn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/mobiusmatt_qn-SpaceInvadersNoFrameskip-v4_README.md
andite/hiten-diffusion,https://huggingface.co/andite/hiten-diffusion,text-to-image,multimodal,./model_cards/_noArch/andite_hiten-diffusion_README.md
andite/hxxg-diffusion,https://huggingface.co/andite/hxxg-diffusion,text-to-image,multimodal,./model_cards/_noArch/andite_hxxg-diffusion_README.md
andite/piromizu-diffusion,https://huggingface.co/andite/piromizu-diffusion,text-to-image,multimodal,./model_cards/_noArch/andite_piromizu-diffusion_README.md
Eslam25/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/Eslam25/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Eslam25_q-FrozenLake-v1-4x4-noSlippery_README.md
jnacey2/ppo-LunarLander-v2,https://huggingface.co/jnacey2/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jnacey2_ppo-LunarLander-v2_README.md
Eslam25/Q-Taxi-V3,https://huggingface.co/Eslam25/Q-Taxi-V3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Eslam25_Q-Taxi-V3_README.md
Dmitriy007/ppo-Huggy,https://huggingface.co/Dmitriy007/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Dmitriy007_ppo-Huggy_README.md
cleanrl/BreakoutNoFrameskip-v4-c51_atari-seed1,https://huggingface.co/cleanrl/BreakoutNoFrameskip-v4-c51_atari-seed1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cleanrl_BreakoutNoFrameskip-v4-c51_atari-seed1_README.md
BKluwe2209/q-FrozenLake-v1,https://huggingface.co/BKluwe2209/q-FrozenLake-v1,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/BKluwe2209_q-FrozenLake-v1_README.md
gmojko/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/gmojko/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/gmojko_q-FrozenLake-v1-4x4-noSlippery_README.md
BKluwe2209/Taxi-v3,https://huggingface.co/BKluwe2209/Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/BKluwe2209_Taxi-v3_README.md
Slashy/krystal-test,https://huggingface.co/Slashy/krystal-test,text-to-image,multimodal,./model_cards/_noArch/Slashy_krystal-test_README.md
tkurtulus/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/tkurtulus/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/tkurtulus_dqn-SpaceInvadersNoFrameskip-v4_README.md
amal94/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/amal94/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/amal94_q-FrozenLake-v1-4x4-noSlippery_README.md
amal94/q-Taxi-v3,https://huggingface.co/amal94/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/amal94_q-Taxi-v3_README.md
tftgregrge/mpid-bkdbj,https://huggingface.co/tftgregrge/mpid-bkdbj,text-to-image,multimodal,./model_cards/_noArch/tftgregrge_mpid-bkdbj_README.md
gmojko/Taxi-v3-default,https://huggingface.co/gmojko/Taxi-v3-default,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/gmojko_Taxi-v3-default_README.md
mahmoud-mohey/dqn-SpaceInvadersNoFrameskip-v4-t2,https://huggingface.co/mahmoud-mohey/dqn-SpaceInvadersNoFrameskip-v4-t2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/mahmoud-mohey_dqn-SpaceInvadersNoFrameskip-v4-t2_README.md
ThomasSimonini/testnewreinforcecartpole,https://huggingface.co/ThomasSimonini/testnewreinforcecartpole,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ThomasSimonini_testnewreinforcecartpole_README.md
gmojko/Taxi-v3-v2,https://huggingface.co/gmojko/Taxi-v3-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/gmojko_Taxi-v3-v2_README.md
RedPandaAINLP/dqn-SpaceInvadersNoFrameskip-v4_3,https://huggingface.co/RedPandaAINLP/dqn-SpaceInvadersNoFrameskip-v4_3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/RedPandaAINLP_dqn-SpaceInvadersNoFrameskip-v4_3_README.md
allie21/ppo-LunarLander-v2,https://huggingface.co/allie21/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/allie21_ppo-LunarLander-v2_README.md
jnacey2/ppo-Huggy,https://huggingface.co/jnacey2/ppo-Huggy,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jnacey2_ppo-Huggy_README.md
UKP-SQuARE/bert-base-uncased-pf-multirc-onnx,https://huggingface.co/UKP-SQuARE/bert-base-uncased-pf-multirc-onnx,text-classification,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_bert-base-uncased-pf-multirc-onnx_README.md
UKP-SQuARE/roberta-base-pf-multirc-onnx,https://huggingface.co/UKP-SQuARE/roberta-base-pf-multirc-onnx,text-classification,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_roberta-base-pf-multirc-onnx_README.md
ScrappyCoco666/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/ScrappyCoco666/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ScrappyCoco666_dqn-SpaceInvadersNoFrameskip-v4_README.md
cheremushkin/ppo-LunarLander-v2,https://huggingface.co/cheremushkin/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/cheremushkin_ppo-LunarLander-v2_README.md
RedPandaAINLP/dqn-SpaceInvadersNoFrameskip-v4_4,https://huggingface.co/RedPandaAINLP/dqn-SpaceInvadersNoFrameskip-v4_4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/RedPandaAINLP_dqn-SpaceInvadersNoFrameskip-v4_4_README.md
mahmoud-mohey/dqn-SpaceInvadersNoFrameskip-v4-t3,https://huggingface.co/mahmoud-mohey/dqn-SpaceInvadersNoFrameskip-v4-t3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/mahmoud-mohey_dqn-SpaceInvadersNoFrameskip-v4-t3_README.md
0xid/qrdqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/0xid/qrdqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/0xid_qrdqn-SpaceInvadersNoFrameskip-v4_README.md
ihanif/sd-class-butterflies-32,https://huggingface.co/ihanif/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/ihanif_sd-class-butterflies-32_README.md
JabrilJacobs/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/JabrilJacobs/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/JabrilJacobs_dqn-SpaceInvadersNoFrameskip-v4_README.md
thiagoms7/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/thiagoms7/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/thiagoms7_q-FrozenLake-v1-4x4-noSlippery_README.md
thiagoms7/Taxi-v3,https://huggingface.co/thiagoms7/Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/thiagoms7_Taxi-v3_README.md
Spiltcokesf/samantha,https://huggingface.co/Spiltcokesf/samantha,text-to-image,multimodal,./model_cards/_noArch/Spiltcokesf_samantha_README.md
umersheikh846/ppo-LunarLander-v2,https://huggingface.co/umersheikh846/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/umersheikh846_ppo-LunarLander-v2_README.md
elRivx/megaPals2.1,https://huggingface.co/elRivx/megaPals2.1,text-to-image,multimodal,./model_cards/_noArch/elRivx_megaPals2.1_README.md
Jorgitosch/elyyoorrcchh,https://huggingface.co/Jorgitosch/elyyoorrcchh,text-to-image,multimodal,./model_cards/_noArch/Jorgitosch_elyyoorrcchh_README.md
haanba/hayashida-tamaki-gfkari-concept,https://huggingface.co/haanba/hayashida-tamaki-gfkari-concept,text-to-image,multimodal,./model_cards/_noArch/haanba_hayashida-tamaki-gfkari-concept_README.md
andyleow/ppo-LunarLander-v2,https://huggingface.co/andyleow/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/andyleow_ppo-LunarLander-v2_README.md
jacobthebanana/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/jacobthebanana/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/jacobthebanana_dqn-SpaceInvadersNoFrameskip-v4_README.md
wooihen/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/wooihen/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/wooihen_dqn-SpaceInvadersNoFrameskip-v4_README.md
markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/markafitzgerald1/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/markafitzgerald1_dqn-SpaceInvadersNoFrameskip-v4_README.md
Antiraedus/sd-class-butterflies-32,https://huggingface.co/Antiraedus/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/Antiraedus_sd-class-butterflies-32_README.md
