id,text,emotions
46431,im still feeling relatively paranoid so for now the motorcycle is parked in our living room,fear
50355,i feel rotten to be espousing such hope when there are those out there living in such a hopeless state,sadness
7014,i am having a hard time not snuggling in next to her but if i sleep past a certain time i feel groggy for the rest of the day,sadness
30320,i feel dirty within minutes of exiting my building,sadness
82775,i must say it still boggles my mind to tread the starting line with women i have looked up to and followed for years but i m starting to get over the i don t belong feeling of course it didn t hurt that i knew several athletes on the start list from my days racing for csu,sadness
20877,i feel somewhat anxious and incomplete,fear
27145,i feel so insulted to be associated with such personalities,anger
60493,i feel satisfied and melancholic,joy
40161,i feel i shouldnt get so excited about getting a mortgage,joy
27030,i tell him i want to feel loved and wanted basically because he never initiates sex or shows any affection he says things like then go find a man who will give you that i cant do it,love
52686,i feel so guilty my responsibilities outside of class are so overwhelming that i dont have time to suffer,sadness
23272,i do it because of how dressing makes me feel not because joe will look at me more or because he ll be more proud or well any other damn reason,joy
22125,i know i feel passionate about certain things being a better route to take but i am sure all my ways are not the correct ones but i feel listening to other points of view helps shape my thinking,love
22345,i feel uncertain i will raise my,fear
130247,im feeling cyber relaxed and callllm,joy
71985,i have spoken to and emailed with infertile women who feel humiliated by their situation betrayed by their bodies and discounted by their culture at large,sadness
16070,i feel disgusted by this place,anger
53642,im feeling particularly spiteful hes just statue,anger
9582,i left i kept feeling like monk was in this curious limbo obviously he is in very fragile condition but he still has energy and is engaged with his surroundings and situation,surprise
51362,i feel so awkward around such huge quantities of food i usually end up going in the opposite direction and choosing only the smallest amount and then feeling awkward and hungry for the rest of the event i probably didn t even want to attend in the first place,sadness
90846,i started feeling like i was a terrible christian for having envy,sadness
115012,i used to feel super lonely when he was away,joy
65532,i guess i alluded to the best way i can describe it a little earlier i feel discontent and i think thats healthy i think too many people are content and will never see hear taste smell or feel the fullness of what this world has for them not that im saying i ever will,sadness
46672,i want to be able to converse and understand on a basic level i feel rude when people take pains to speak to me in english and i cant reciprecate,anger
35282,i feel evenly energetic all day,joy
23606,i feel like you may think i m stubborn or not dedicated because in addition to running i still like lifting weights playing ball and flipping tires,anger
51778,i feel like this is a followup to my blog last saturday in which i hinted about a reality in which i pretty much wake up only to find everything is taken care of,joy
75155,i feel we will be jolly good friends in a few months time,joy
116546,i want to feel like i am worth it of everything that i want to have and for me to feel that way i should always prove to myself everyday how valuable i am how awesome ive become after everything and how deserving i am for the things that i am demanding,joy
35018,i have to admit that i would feel a bit envious when i would hear about ladies going to conferences like a href http shespeaksconference,anger
28855,i feel the change i see the vicious circle finally turned into a virtuous one having the whole world in my hands filled timelessness,anger
50636,i wonder how many parents having lost the helm of their family to external influences schools teachers other children drugs sports etc feel as irritable as i,anger
42156,i saw my friends getting paid relatively handsomely at that time of the semester i could not help from feeling jealous,anger
22303,i diet your body will feel satisfied and not dip into this way of dying of hunger,joy
19608,i feel skeptical about small accessories,fear
131745,im feeling more sincere each time i thank him,joy
31749,i feel at watching a beloved characters misery and self destruction being treated as inherently funny,joy
19250,i could just learn how to feel and think that a tranquil life that doesnt involve the cops and drug overdoses and forgetting myself and the constant risk of death etc,joy
74376,i just dont see an emotional connection with the guy and i feel dumb as shit for being tied down because i spend half the day contemplating why the fuck i got myself into this,sadness
49504,i feel like lately i have been trying to put on this persona of everything is perfect and life always goes according to plan,joy
85484,i have leave me feeling incredibly appreciative and peaceful and at home,joy
77285,i know how awful you must feel being helpless but you are kai s strength as well as for your parents that is your mission,sadness
75940,i just have this sinking feeling of discontent these days that won t go away,sadness
26529,i feel as if im jaded and i dont want to,sadness
6926,i cannot express how heartbreaking it is to see a baby so sick and to feel so helpless,fear
30642,i love when a bad guy has me feeling unsure about his bad guy status,fear
73026,i havent blogged lately primarily because i feel worthless peoples actions show me that i matter not to them and very few things are going as planned,sadness
116843,i want to get her something special but anything good and something id feel pleased as punch to get her is out of my price range and is something ive failed to get for myself and yet have always wanted,joy
18962,i do feel guilty as i know i hurt him before one way or another,sadness
60825,i feel very burdened and other times i think that im dealing with things just fine but either way im experiencing some weird things mentally,sadness
26198,i feel slightly envious of the tweeple who check in at tmsi,anger
7142,i feel weird about sending my older cards out though,surprise
49933,i will be at a wedding that i forgot about tomorrow so i wont be online till late at night which sucks because honestly i am feeling fucking greedy right now,anger
100985,i was feeling listless anmd fretful today so i just,sadness
91893,i knew the feeling of trusting in the character of a graceful and merciful god so much that i knew and chance of survival was nothing for my god,joy
77004,i knew the power of the lord and his victory over darkness which swept away the fear but still left my heart feeling disturbed,sadness
79851,i like auggie but he always makes me feel like im unimportant to him,sadness
64730,i feel something in my heart its like a little flame everytime i see you this flame lights up this flame is special for you because i love you,joy
117371,i wanted it to feel like all these fabulous people at an incredible party fell asleep and when they woke up the place had been a bit overtaken with lush florals and greenery,joy
17133,i cant get enough sparkle and others i like the warm cozy feel of more casual decor,joy
22447,i do and my feelings of loyalty to what i do continue to experience as a positive colgate community i cannot avoid voicing my concern,joy
136000,im not feeling so well right now so ill write some other day,joy
4253,i am feeling impatient,anger
128397,im actually feeling super motivated to get healthy and active this time around,joy
115379,im just second guessing myself but i dont know i just feel pained and i really dont recongize this pain its more i dont want let me repharse that cant do anything cant get into my old routine of being the bubbly up beat person i normally am,sadness
54588,i feel so troubled stressed irrresponsible am the worst friend on earth,sadness
25471,i remember he seductively said in a deep voice making me feel so hot and bothered,love
22768,i like the fact that i am open and honest about what i think and feel when it needs to be said i am loyal and try to be a good friend i like my bizarre weirdness and how random i am,love
81391,i had my first meeting last week and i m feeling very inspired positive and enthused about taking my business forward,joy
7295,i feel weird working out in front of my family for some reason too,surprise
18552,i continue to feel terrific thanks so much,joy
117101,im so tired of always feeling like im being blamed for thing,sadness
44686,i then feel like grabbing my hair with ferocious frustration and run screaming for the hills before anyone has the chance to stop me,anger
128378,im actually feeling pretty thrilled to go to this class since itll be the only one im taking this time round,joy
64885,i feel sort of entertained by this boring day,joy
45916,im not sure how i feel about it im always skeptical of changes to my favorite techthings but it seems fine,fear
99046,i was able to balance me time time to feel my emotional pain and functioning time,sadness
5549,i didnt something i shouldnt have i slepted with a friend i shouldnt have today they knew it was no strings attached but now i feel all slutty and im such a fucking whore for doing that i dont no why im here i will never achieve anything i hate feeling this miserble,love
10537,i am now feeling just about brave enough and strong enough to tackle this head on and show it who is boss,joy
40054,i was feeling terrified and anxious about everything,fear
104110,i was tempted to feel a little depressed about the fact that i cant really take a big vacation this year,sadness
106240,i wish i had done things differently miss the way they used to be or just get overwhelmed by the feelings of melancholy,sadness
5483,i feel more and more curious anxious to see me immediately involuntary said wang leader said a skill it really exaggerated heaven into the earth no one can but sometimes like a child it is really difficult for him to conclusions,surprise
101994,i was feeling so ungrateful earlier this week,sadness
